k,xzero,xt,ComponentA,ComponentB,Fatigue
2.8603233348,0.0511540431,0.6503891783,0.3496108283,1.8603233247,0.6810589728
1.8324120623,0.2634254575,0.4542712196,0.5457287804,0.8324120623,0.1908457621
0.4840476375,0.1626940567,0.0,1.0,0.0,0.1626940567
0.9056978966,0.0195624915,8.075e-07,0.9999991084,8.075e-07,0.019561684
1.3173039725,0.7414161953,0.2408737688,0.7591262312,0.3173039725,0.5005424265
1.0939349543,0.1846669364,0.0858710672,0.9141287046,0.0939376116,0.0987958692
1.5105189006,0.0823761127,0.3379758442,0.6620241558,0.5105189006,0.2555997315
2.5635101137,0.3913777762,0.6099098675,0.3900901325,1.5635101137,0.221841949
1.8673205466,0.0207632375,0.4644733054,0.5355266946,0.8673205466,0.4437100679
0.3233739633,0.3610915094,0.0,1.0,0.0,0.3610915094
2.9833364904,0.7161512451,0.6710492146,0.3416726796,1.9640119177,3.8732202332
0.6850665019,0.6267647034,0.0,1.0,0.0,0.6267647034
2.5562421923,0.1865690344,0.6088007611,0.3911992389,1.5562421923,0.4268176712
1.5403444077,0.4420983501,0.3507945399,0.6492054601,0.5403444077,0.0913038102
2.641089035,0.2664518946,0.6213683118,0.3786316882,1.641089035,0.5799690106
2.507707801,0.6466309253,0.6012294576,0.3987705424,1.507707801,0.1531197075
2.5716966043,0.8808756818,0.6111516427,0.3888483573,1.5716966043,1.1080346368
2.5138308066,0.874826519,0.6022007538,0.3977992462,1.5138308066,1.0396147141
2.2114033393,0.5566039537,0.547798458,0.452201542,1.2114033393,0.0139391998
2.0254619905,0.3188683839,0.5062854772,0.4937145228,1.0254619905,0.1875776102
0.1550786053,0.4701896862,0.0,1.0,0.0,0.4701896862
2.3794211243,0.6119020751,0.5797297125,0.4202702875,1.3794211243,0.077969189
0.6897837653,0.1556301331,0.0,1.0,0.0,0.1556301331
1.3660200585,0.95600309,0.2679463279,0.7320536721,0.3660200585,1.1090365815
0.5028675927,0.9666067584,0.0,1.0,0.0,0.9666067584
3.0296450857,0.0343287077,0.7220841647,0.3920163117,1.8419747936,11.7748935317
2.7189132437,0.3396760847,0.6322059917,0.3677940083,1.7189132437,0.39974534
0.8085983137,0.3355629848,1e-10,0.9999999999,1e-10,0.3355629848
2.0081705535,0.4067549522,0.5020343276,0.4979656724,1.0081705535,0.0952862124
3.8283050804,0.1878522391,0.586273704,0.811220428,0.7227057946,45.1548433566
2.5284955423,0.2718716024,0.6045079047,0.3954920953,1.5284955423,0.4555522536
3.1077273085,0.6385761499,0.5538629042,0.23208435,2.3864724361,20.186067894
3.0655308444,0.4605762335,0.5789167307,0.2527089557,2.2908437462,17.1874561334
1.3276952986,0.0338501438,0.2468151382,0.7531848618,0.3276952986,0.2129649943
3.9444551901,0.6648172498,0.0750604997,0.019405962,3.8679092427,45.1897496518
0.1876393404,0.5991248634,0.0,1.0,0.0,0.5991248634
2.2949227731,0.9322492539,0.5642554897,0.4357445103,1.2949227731,1.2267210697
3.6537643357,0.6992147728,0.3127869002,0.0945456287,3.3083168895,37.5454494536
3.9926070986,0.2135745181,0.2771586717,0.9249494464,0.2996473729,41.9633396047
3.796443238,0.8799562681,0.6893375028,0.7615825721,0.9051382319,43.6577319384
2.1876319332,0.2739138997,0.5428847125,0.4571152875,1.1876319332,0.2712294467
3.4875011827,0.9977810402,0.3900640703,0.1283096591,3.0400210949,36.4204737019
1.6634010515,0.6427634485,0.3988220705,0.6011779295,0.6634010515,0.2776898851
3.076652919,0.6729175226,0.5716746638,0.2466436899,2.3178158905,10.6378256196
2.4304416099,0.6783187804,0.5885521397,0.4114478603,1.4304416099,0.2672420935
1.3515864334,0.0321036204,0.2601287086,0.7398712914,0.3515864334,0.2280250882
3.4419749524,0.6099633368,0.4388056765,0.1499808546,2.9257446076,40.2977396407
1.7316498272,0.4464732491,0.4225160397,0.5774839603,0.7316498272,0.0239572094
3.0113707383,0.5626215048,0.6289609576,0.297174987,2.1164666783,9.0572486756
1.7337911526,0.8154499316,0.4232292635,0.5767707365,0.7337911526,0.716838085
2.8724696114,0.6882513338,0.6518675527,0.3481325403,1.8724694687,0.5474830269
3.1773646546,0.8248843583,0.7928158185,0.4780895882,1.6582996954,27.2177747009
3.3921601792,0.127952464,0.8408468067,0.5460494072,1.5398731242,38.3560937615
3.6270535831,0.1914182397,0.8078358514,0.66515116,1.2145146847,38.7302414316
1.1675052457,0.3964970151,0.1434728,0.8565271998,0.1675052469,0.253024215
0.828251427,0.2802552942,6e-10,0.9999999992,6e-10,0.2802552936
3.7316894436,0.6728095009,0.920950593,0.5566404111,1.6544802978,34.0810325398
3.3005980069,0.0549795685,0.4792473716,0.176271972,2.7187950873,34.1745987049
0.5996078311,0.61434797,0.0,1.0,0.0,0.61434797
0.3629537243,0.0803858939,0.0,1.0,0.0,0.0803858939
1.8008334571,0.8054794862,0.4447015652,0.5552984348,0.8008334571,0.685863655
1.1661908737,0.7408686285,0.1425074388,0.8574925611,0.1661908747,0.5983611897
3.7242255749,0.7944333585,0.6934399742,0.752592374,0.921401808,33.9436462616
0.7733714299,0.6458032727,0.0,1.0,0.0,0.6458032727
3.2435097347,0.8163403118,0.8108563697,0.5025483695,1.6134892061,31.3648119471
2.595020637,0.6628605772,0.6146466098,0.3853533902,1.595020637,0.2069285093
3.8023893501,0.5456944035,0.6599415032,0.2235215857,2.9524732532,40.8200580555
2.4890272286,0.4056781131,0.5982366169,0.4017633831,1.4890272286,0.1999299311
1.9865485476,0.5802916716,0.496614366,0.503385634,0.9865485476,0.1092453377
2.4308566357,0.5495296216,0.5886223871,0.4113776129,1.4308566357,0.0864295457
0.0884860039,0.685974064,0.0,1.0,0.0,0.685974064
2.9089198251,0.8125511354,0.6562345,0.3437754071,1.9089047279,1.8813414973
3.6071715358,0.2806507544,0.3223302663,0.099198522,3.2493454508,40.2096765913
1.7477671098,0.1321470498,0.4278413901,0.5721586099,0.7477671098,0.2956943403
0.7826434659,0.9511580751,0.0,1.0,0.0,0.9511580751
0.371968781,0.4991804254,0.0,1.0,0.0,0.4991804254
2.1688204398,0.5978391856,0.5389198748,0.4610801252,1.1688204398,0.0994026568
3.1212933897,0.5322153629,0.5469315197,0.2265515121,2.4141596525,22.7043639581
0.6503578476,0.8485219497,0.0,1.0,0.0,0.8485219497
2.6732841108,0.2592444106,0.6259282745,0.3740717255,1.6732841108,0.6380149811
3.1050399882,0.8169330743,0.7667684073,0.4447113633,1.7241934219,21.444597789
0.3804109972,0.7245842027,0.0,1.0,0.0,0.7245842027
2.4147482499,0.2845669965,0.5858781552,0.4141218448,1.4147482499,0.3636915591
0.9107223963,0.1876019777,5.008e-06,0.999994501,5.0081e-06,0.1875969697
3.955737703,0.6296786176,0.6388840164,0.7974757386,0.8011328564,41.2498903542
2.1873352883,0.8807995971,0.5428227189,0.4571772811,1.1873352883,0.9723237635
0.402151658,0.0658770423,0.0,1.0,0.0,0.0658770423
0.4494997678,0.6509650529,0.0,1.0,0.0,0.6509650529
1.4143662115,0.7802307166,0.2929695351,0.7070304649,0.4143662115,0.5881553943
1.0262946711,0.3815523598,0.0272594265,0.9726933325,0.0280246874,0.3542929332
2.8941048784,0.480455584,0.6544690969,0.345528947,1.8941078671,1.4081729598
1.3018626716,0.5548425952,0.2318698264,0.7681301736,0.3018626716,0.3229727688
0.0346708939,0.328855722,0.0,1.0,0.0,0.328855722
3.2900071165,0.3010267954,0.8214897177,0.5175390074,1.5873000991,30.0324666707
1.8565368089,0.5460574239,0.461362686,0.538637314,0.8565368089,0.0870281977
1.2301117709,0.7474879441,0.1870657418,0.8129342582,0.2301117709,0.5604222023
2.3845949159,0.1439118905,0.5806415617,0.4193584383,1.3845949159,0.4884706584
0.6664269098,0.1006639436,0.0,1.0,0.0,0.1006639436
2.3488765916,0.2967867514,0.5742645639,0.4257354361,1.3488765916,0.3175977507
1.7357069999,0.3603386022,0.4238658944,0.5761341056,0.7357069999,0.0635272922
3.3940257358,0.3546356213,0.4534754275,0.1588400618,2.8549184781,38.3628120952
2.8585442365,0.6825572719,0.6501715926,0.3498284243,1.8585442105,0.4381139184
3.3391425885,0.4123405238,0.4680920651,0.1686139884,2.7761164387,36.2560621126
1.341228471,0.4196445964,0.2544148729,0.7455851271,0.341228471,0.1652297235
2.9036464609,0.3420125856,0.6556055508,0.3443946497,1.9036461552,0.3541104589
3.6173774145,0.6214685504,0.5399896983,0.1826304544,2.9567341336,42.4629136262
0.314806931,0.4994253728,0.0,1.0,0.0,0.4994253728
2.4226002315,0.6773870208,0.5872203812,0.4127796188,1.4226002315,0.2641669914
2.6573955604,0.6336052909,0.6236917022,0.3763082978,1.6573955604,0.0489692535
3.7577778791,0.092780985,0.7475580821,0.7259729894,1.0297326389,39.6519332135
3.2477910561,0.4529496544,0.496005635,0.1881040543,2.6368683909,31.5875303256
2.3845105969,0.8750323045,0.5806267327,0.4193732673,1.3845105969,0.9727967646
3.4729675324,0.7619056499,0.867026699,0.5187055583,1.6715199696,40.2717643531
1.0398099178,0.0984990129,0.0386769193,0.9613066834,0.0402336943,0.0598220936
0.774011468,0.9643277632,0.0,1.0,0.0,0.9643277632
0.8601376939,0.0170343431,4.3e-09,0.999999995,4.3e-09,0.0170343387
2.2454542414,0.4044387016,0.5546558102,0.4453441898,1.2454542414,0.1581097965
3.3215110634,0.9744780303,0.8279733023,0.5269055109,1.5713885795,35.3162529704
1.2712333242,0.7991409274,0.2133623459,0.7866376541,0.2712333242,0.6043999878
0.4357158877,0.7850668055,0.0,1.0,0.0,0.7850668055
3.9141624641,0.5685277284,0.6135402376,0.1946293922,3.1523514027,45.4610132868
1.955756307,0.0360753649,0.4886888533,0.5113111467,0.955756307,0.4526134884
3.2723181356,0.9309967944,0.4879864998,0.1823927408,2.6754710622,33.2692120208
0.1904484827,0.6637617288,0.0,1.0,0.0,0.6637617288
2.9912595507,0.4637331823,0.6523395878,0.3213436461,2.0300373002,6.0038286866
0.7450649633,0.2180308469,0.0,1.0,0.0,0.2180308469
0.8235595949,0.5087438734,4e-10,0.9999999995,4e-10,0.508743873
0.3406401609,0.8047527672,0.0,1.0,0.0,0.8047527672
2.1552178788,0.4208537865,0.5360097882,0.4639902118,1.1552178788,0.1185152787
1.0873646078,0.0734657066,0.0803444618,0.919655616,0.0873636396,0.0068787552
1.7297241683,0.0571660594,0.4218731412,0.5781268588,0.7297241683,0.3647070818
0.1574961266,0.3668295474,0.0,1.0,0.0,0.3668295474
3.5526008623,0.9749157369,0.5024484386,0.1705021301,2.946874848,36.6898638268
1.3427485221,0.7780667674,0.2552589085,0.7447410915,0.3427485221,0.5695970732
3.9841349369,0.9539660058,0.1078908137,0.972143929,0.1109823458,42.0909223331
0.5790731529,0.4934872136,0.0,1.0,0.0,0.4934872136
0.9011179049,0.2374845999,1.9728e-06,0.9999978107,1.9728e-06,0.2374826271
0.1634071388,0.1626353698,0.0,1.0,0.0,0.1626353698
1.5405015287,0.2825354924,0.3508607545,0.6491392455,0.5405015287,0.0683252621
1.0476310054,0.9450157472,0.045524734,0.9544722963,0.047696234,0.8994910133
2.7845736061,0.3781279216,0.6408785899,0.3591214101,1.7845736061,0.394562777
3.999641009,0.0075271388,0.5309914557,0.842403594,0.6303290483,40.4336820037
3.6105153411,0.2192659312,0.8756595936,0.413572934,2.1173039183,41.8859928532
0.5240339509,0.9684202886,0.0,1.0,0.0,0.9684202886
3.1789174676,0.7343315529,0.7932894141,0.4787169188,1.6571158923,26.4029075918
1.1158045034,0.8692997313,0.1037857506,0.8962142372,0.1158046215,0.7655139807
1.4232771834,0.8112563728,0.2973961701,0.7026038299,0.4232771834,0.6727896459
3.2933229716,0.4469741114,0.4814474851,0.1778028051,2.7077609092,34.0646225271
3.9804888872,0.5845400134,0.5012727036,0.8522322438,0.5881879116,47.0039568706
2.2717001329,0.435499844,0.5598010558,0.4401989442,1.2717001329,0.1252810014
2.0056899048,0.6920537179,0.5014184408,0.4985815592,1.0056899048,0.3385872309
1.5249841188,0.1515567271,0.3442554662,0.6557445338,0.5249841188,0.1926987392
2.482066025,0.2588463272,0.5971098311,0.4028901689,1.482066025,0.4267273261
1.1539395116,0.196252964,0.1334034519,0.8665965477,0.1539395146,0.0628495121
3.8280995301,0.4840645248,0.5246499292,0.8360768931,0.6275139685,50.7384353053
2.6453763836,0.2586520814,0.6219819583,0.3780180417,1.6453763836,0.5972963794
1.900997128,0.2316073473,0.4739602784,0.5260397216,0.900997128,0.2423529311
2.2365879749,0.7776549165,0.5528903798,0.4471096202,1.2365879749,0.568154167
0.8607734977,0.7363387121,2.61e-08,0.9999999697,2.61e-08,0.736338686
0.6408327437,0.8880598403,0.0,1.0,0.0,0.8880598403
1.3619765992,0.2250386061,0.2657729945,0.7342270055,0.3619765992,0.0407343884
1.1752509595,0.0262705622,0.1491178995,0.8508821014,0.1752509535,0.1228473373
2.2972370684,0.3378756977,0.5646944698,0.4353055302,1.2972370684,0.2534116412
0.4645762987,0.5302646258,0.0,1.0,0.0,0.5302646258
1.1940118016,0.688348404,0.1624873401,0.8375126599,0.1940118017,0.5258610639
2.7229341678,0.7539521076,0.6327491087,0.3672508913,1.7229341678,0.7412283735
3.2084342942,0.1122510656,0.801795173,0.4901166693,1.6359271643,26.1907996511
2.8649167218,0.1351703415,0.6509497061,0.349050276,1.8649167492,0.6751178008
1.6759142458,0.5024049643,0.4033107586,0.5966892414,0.6759142458,0.0990942057
1.4247996116,0.9354517954,0.298146917,0.701853083,0.4247996116,1.0615349704
3.6895870625,0.6988889385,0.8741348333,0.6143703556,1.4228141467,27.0347220474
1.6491509574,0.4096169514,0.393627372,0.606372628,0.6491509574,0.0159895794
1.6548431301,0.570861288,0.3957131152,0.6042868848,0.6548431301,0.1751481729
3.5263073651,0.3102635202,0.5152637165,0.177695657,2.8996978612,40.3109729468
3.5464047727,0.007736009,0.824555518,0.6322700769,1.3041191545,39.1938246105
0.3032393091,0.4967670176,0.0,1.0,0.0,0.4967670176
0.0819816898,0.9751251266,0.0,1.0,0.0,0.9751251266
1.3066786349,0.7529868778,0.2347008872,0.7652991128,0.3066786349,0.5182859906
3.417772028,0.2767290908,0.8450435852,0.5524419731,1.5296513053,38.2063593415
3.4669601832,0.992479699,0.4056951542,0.1353323988,2.9977681449,39.2973970243
0.6856378981,0.5776601465,0.0,1.0,0.0,0.5776601465
1.1723218199,0.4288419288,0.1469919074,0.8530080925,0.1723218205,0.2818500213
0.6401707265,0.466535043,0.0,1.0,0.0,0.466535043
3.4598782034,0.8602482169,0.8612714175,0.5326934597,1.6168237132,40.9960582264
3.3389321773,0.8574878824,0.8313461305,0.5318491815,1.5631238318,36.3183108792
1.7486341962,0.2768958941,0.4281251035,0.5718748965,0.7486341962,0.1512292094
3.70110743,0.2263563128,0.3384532019,0.10181219,3.3242895772,28.2217930858
1.7125028497,0.6509755107,0.4160593659,0.5839406341,0.7125028497,0.2888516781
3.4077939738,0.9639709642,0.4500113562,0.1565667006,2.8742469149,39.2589891646
2.1904504145,0.631544024,0.5434728888,0.4565271112,1.1904504145,0.1653956286
3.1754242403,0.2076050396,0.7922200054,0.4773014546,1.6597896315,26.9980803499
0.4413366691,0.9811440902,0.0,1.0,0.0,0.9811440902
2.3646229567,0.2766376604,0.5770995976,0.4229004024,1.3646229567,0.3403335436
1.2450798885,0.0703820294,0.1968386854,0.8031613146,0.2450798885,0.126456656
2.2658316916,0.2280749542,0.5586609528,0.4413390472,1.2658316916,0.3403229271
3.1297054154,0.0825285747,0.5428350492,0.2233161594,2.4307916221,23.2907589811
0.3849766248,0.7230882543,0.0,1.0,0.0,0.7230882543
1.1439332296,0.7286648157,0.1258231144,0.8741768838,0.1439332437,0.6028417012
0.7094538233,0.6370418457,0.0,1.0,0.0,0.6370418457
0.4009361318,0.0838048157,0.0,1.0,0.0,0.0838048157
0.1428079763,0.2415863778,0.0,1.0,0.0,0.2415863778
0.4051842076,0.86664513,0.0,1.0,0.0,0.86664513
1.078649516,0.7213620219,0.0729280096,0.9270708628,0.0786649786,0.6484340123
1.7673881119,0.0657969984,0.4341933199,0.5658066801,0.7673881119,0.3683963216
1.7386379543,0.6683447738,0.4248371275,0.5751628725,0.7386379543,0.3224087943
2.2513020191,0.9142286017,0.5558125958,0.4441874042,1.2513020191,1.1358638397
0.264344279,0.4449174361,0.0,1.0,0.0,0.4449174361
0.1086647533,0.8278843247,0.0,1.0,0.0,0.8278843247
2.9642179752,0.1035422069,0.661414873,0.3360884627,1.9679785129,3.1029715107
2.8120303711,0.3037522017,0.6443850642,0.3556149359,1.8120303709,0.7086601629
0.1512824082,0.3381034039,0.0,1.0,0.0,0.3381034039
3.5113221999,0.1196396736,0.8776358468,0.492553517,1.7818081009,40.619315423
3.673429169,0.1971295238,0.7359723096,0.7228223258,1.0181925535,32.917499302
2.0576886904,0.8676476659,0.5140178373,0.4859821627,1.0576886904,0.9091224071
3.6071188534,0.7780971174,0.8633418115,0.3967715015,2.17591689,41.6356012451
0.7921528642,0.7378130885,0.0,1.0,0.0,0.7378130885
0.7302461729,0.4587977906,0.0,1.0,0.0,0.4587977906
3.6928473752,0.8133046599,0.4044087588,0.1251818648,3.2305698543,32.0748669717
3.1515025499,0.8457093102,0.7844789092,0.4671699481,1.6792152671,25.2324821635
1.7218997031,0.2211764121,0.4192460814,0.5807539186,0.7218997031,0.1980696693
1.2796323912,0.8298699102,0.2185255649,0.7814744351,0.2796323912,0.687063521
0.1040739176,0.2194627476,0.0,1.0,0.0,0.2194627476
2.7199394552,0.5184998248,0.6323447575,0.3676552425,1.7199394552,0.4656431226
2.9807717183,0.7221254269,0.6697477068,0.3409068378,1.9646062576,3.8602612542
3.9366964534,0.7463614181,0.3004981384,0.9167342497,0.3277919838,36.2308440662
1.6115315579,0.132653281,0.379472282,0.620527718,0.6115315579,0.246819001
0.4202574399,0.5640654779,0.0,1.0,0.0,0.5640654779
0.8659802,0.7612886927,4.53e-08,0.9999999477,4.53e-08,0.7612886474
3.0316490417,0.3727406377,0.6060591467,0.2761936581,2.1943268029,11.3083823724
0.1106920404,0.9917708884,0.0,1.0,0.0,0.9917708884
2.5511522592,0.9519386938,0.6080202597,0.3919797403,1.5511522592,1.465643228
2.568910494,0.0214061813,0.6107299175,0.3892700825,1.568910494,0.7305788557
0.0531524878,0.0456401744,0.0,1.0,0.0,0.0456401744
1.4833425022,0.9737553727,0.3258468638,0.6741531362,0.4833425022,1.2237860887
3.8611910162,0.5003914375,0.1843289613,0.0502655082,3.6671062874,52.1698476023
0.3984349776,0.3932533054,0.0,1.0,0.0,0.3932533054
2.3717332118,0.1757474846,0.5783674171,0.4216325829,1.3717332118,0.4406783934
0.0740669373,0.171011846,0.0,1.0,0.0,0.171011846
3.5225772781,0.4541606118,0.5133954179,0.1771134251,2.8986815511,40.9939740557
0.2834774549,0.9108829155,0.0,1.0,0.0,0.9108829155
0.2700162739,0.9039299461,0.0,1.0,0.0,0.9039299461
1.343843709,0.6756019496,0.2558658471,0.7441341529,0.343843709,0.4197361025
1.7984698907,0.2748696972,0.4439717867,0.5560282133,0.7984698907,0.1691020895
3.5016848683,0.6234016396,0.3819233167,0.12459148,3.0654047682,40.6415549236
0.3394272793,0.310618215,0.0,1.0,0.0,0.310618215
1.5427185641,0.4328942977,0.3517936302,0.6482063698,0.5427185641,0.0811006675
3.0900634541,0.0422898036,0.5636020934,0.2399841428,2.3484972248,16.9192581752
0.3021652694,0.4215861541,0.0,1.0,0.0,0.4215861541
0.8753143923,0.1484269595,1.076e-07,0.999999877,1.076e-07,0.1484268519
3.9888515928,0.9945689473,0.0119590184,0.0030071536,3.9768565033,44.727388834
2.0038885134,0.451535479,0.500970242,0.499029758,1.0038885134,0.0494349637
2.7343903705,0.1842795426,0.63428777,0.36571223,1.7343903705,0.6664811733
3.1725495247,0.2775146754,0.7913289914,0.4761250861,1.6620191091,25.8876794995
1.80453559,0.0816212575,0.4458407994,0.5541592006,0.80453559,0.3642195419
1.4060378463,0.8277490729,0.288781591,0.711218409,0.4060378463,0.7155833784
1.6029478028,0.3615356036,0.3761493679,0.6238506321,0.6029478028,0.0146137643
3.2101118886,0.9568399557,0.5092630926,0.1977474711,2.5753203805,29.270802291
3.3968820588,0.632043811,0.4527506522,0.1583630343,2.8589415088,38.3562014626
0.5402266581,0.8838620383,0.0,1.0,0.0,0.8838620383
1.3424836152,0.5388720943,0.2551119517,0.7448880483,0.3424836152,0.2837601426
0.349209686,0.4692047274,0.0,1.0,0.0,0.4692047274
0.6117677363,0.9457796799,0.0,1.0,0.0,0.9457796799
3.8860225077,0.0170596533,0.8432868589,0.6816448729,1.2371351893,46.7184959849
2.252321424,0.7031148279,0.5560136358,0.4439863642,1.252321424,0.3324920782
3.8337273929,0.3633120627,0.9583860581,0.5034560107,1.9036142936,53.3019761938
2.9005083534,0.4387019147,0.6552311705,0.344765286,1.9005137615,1.3743082182
0.0513114861,0.3655992926,0.0,1.0,0.0,0.3655992926
3.3874600997,0.750230544,0.8400523207,0.5448458927,1.5418163776,37.6487682183
0.287761638,0.185471566,0.0,1.0,0.0,0.185471566
3.7066638581,0.8830064266,0.5211164222,0.1692267685,3.0793971114,31.754048855
3.5791924337,0.5019834283,0.48903033,0.1632975673,2.9947190165,41.3730376393
1.8574111767,0.1333696957,0.4616162471,0.5383837529,0.8574111767,0.3282465514
3.7516262317,0.2167193705,0.8603468413,0.3562167404,2.4152341644,37.2091160917
0.5721234765,0.1997336641,0.0,1.0,0.0,0.1997336641
1.3452580727,0.6717599184,0.2566482073,0.7433517927,0.3452580727,0.4151117111
2.0330196028,0.8767960505,0.5081208274,0.4918791726,1.0330196028,0.9458455361
1.9760700359,0.1341709489,0.4939450617,0.5060549383,0.9760700359,0.3597741128
3.6129628022,0.3005580127,0.332303969,0.1024770129,3.2427171664,41.129746847
0.5480976708,0.7529828453,0.0,1.0,0.0,0.7529828453
3.2395011234,0.3471641845,0.498818745,0.1901292394,2.6235772386,30.2362704153
2.2312373888,0.3022441381,0.5518181951,0.4481818049,1.2312373888,0.26021684
2.408188088,0.6127591675,0.584750043,0.415249957,1.408188088,0.0717598393
2.8057455348,0.6677157851,0.643588491,0.356411509,1.8057455348,0.2319152744
1.3604314922,0.1261738464,0.2649390978,0.7350609022,0.3604314922,0.1387652514
0.7692329227,0.9805863769,0.0,1.0,0.0,0.9805863769
2.7648807724,0.2368240352,0.6383207515,0.3616792485,1.7648807724,0.8727980314
3.0995836175,0.9569517727,0.5582424179,0.2356184388,2.3692645646,19.4417360697
0.9807489428,0.635527,0.00287882,0.9970560047,0.0028873202,0.63264818
2.609530442,0.5031980462,0.6167892952,0.3832107048,1.609530442,0.3060279642
2.0665400474,0.6857629878,0.5160993849,0.4839006151,1.0665400474,0.3118800917
0.427116905,0.1334064484,0.0,1.0,0.0,0.1334064484
2.7678247795,0.5699230835,0.638705453,0.361294547,1.7678247795,0.4261328586
2.346921044,0.1501473161,0.5739098243,0.4260901757,1.346921044,0.4636130485
